ID,Source if not TB,module,ch,Topic,2019midterm,2019_101_mock,label,Question text,latex,advanced variation,Alternate,Original (if changed),Answer,Extended answer,solution hints,Exam/practice,Difficulty,Share correct 2024,Share correct 101,2016_May_exam,2016_practice,2016_resit,2017_midterm,101midterm_2017,2017_practicemidterm,2017_101_practice_midterm,final_2017,101_final_2017,2017_resit,2017_resit_101,2018_midterm,101midterm_2018,2018_final,2018_final_101,2018_resit_101,Comments_DR,2019 mock midterm
,modification of 14,"beem101,bee2024",2,Utility and choice,,,,"\question[2] Suppose there are only two goods, X, and Y, and a budget constraint with Y depicted on the vertical axis and X on the horizontal axis. If the price of X rises, and the price of Y falls, the budget constraint: (Select only one)
\begin{enumerate}[label=(\alph*)]
\item Shifts in a parallel fashion.
\item Rotates outwards, holding the Y-intercept constant
\item Rotates inwards, holding the X-intercept constant
\item Becomes shallower
\item Becomes steeper
\end{enumerate}

\begin{solution}
Becomes steeper
\end{solution}","\question[2] Suppose there are only two goods, X, and Y, and a budget constraint with Y depicted on the vertical axis and X on the horizontal axis. If the price of X rises, and the price of Y falls, the budget constraint: (Select only one)
\begin{enumerate}[label=(\alph*)]
\item Shifts in a parallel fashion.
\item Rotates outwards, holding the Y-intercept constant
\item Rotates inwards, holding the X-intercept constant
\item Becomes shallower
\item Becomes steeper
\end{enumerate}

\begin{solution}
Becomes steeper
\end{solution}",,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2.13,modification of 15,"beem101,bee2024",2,Utility and choice,,,,"If an individual has a constant MRS of shoes for sneakers of 4/3 (that is, he or she is always willing to give up 4 pairs of sneakers to get 3 pairs of shoes) then, if sneakers and shoes are equally costly, he or she will
  a.  buy only sneakers.
  b.  buy only shoes.
  c.  spend his or her income equally on sneakers and shoes.
  d.  wear sneakers only 3/4 of the time.","\question[3] If an individual has a constant MRS of shoes for sneakers of 4/3 (that is, he or she is always willing to give up 4 pairs of sneakers to get 3 pairs of shoes) then, if sneakers and shoes are equally costly, he or she will
\begin{enumerate}[label=(\alph*)]
  \item  spend his or her income equally on sneakers and shoes.
  \item  wear sneakers only 3/4 of the time.""
  \item  buy only sneakers.
  \item  buy only shoes.
\end{enumerate}
\begin{solution}
d. buy only shoes
\end{solution}

",,,,b (buy only shoes) (d in latex),,,E,5,74.0%,,1,,,,,,,,,,,,,,,,,
2.11,,"beem101,bee2024",2,Utility and choice,,,,"The point of tangency between a consumer’s budget constraint and his or her (u-shaped) indifference curve represents  (assume a diminishing marginal rate of substitution)
  a.  complete satisfaction for the consumer.
  b.  the equivalence of prices the consumer pays.
  c.  constrained utility maximization for the consumer.
  d.  the least he or she can spend.","\question[3] The point of tangency between a consumer’s budget constraint and his or her (u-shaped) indifference curve represents  (assume a diminishing marginal rate of substitution)
\begin{enumerate}[label=(\alph*)]
  \item  complete satisfaction for the consumer.
  \item  constrained utility maximization for the consumer.
  \item  the equivalence of prices the consumer pays.
  \item  the least he or she can spend.
  \item all of the above.
\end{enumerate}
\begin{solution}
  a. constrained utility maximization for the consumer.
\end{solution}
\end{questions}

",,,"added ""(u-shaped)""",constrained utility maximization for the consumer.,,,E,5,,,,1,,,,,1,,,,,,,,,,,
en_d5,economics network,"beem101,bee2024",3,Demand curves,,,aboutdemand,"A consumer’s demand curve for a good

a) shifts whenever the price of the good rises or falls
b) is downward sloping because the consumer does not like to have a lot of the good
c) is flat when there are lots of firms supplying the good
d) shows the quantity chosen by the consumer at all possible prices",,,,d,,,,,3,,,,,,,,,,,,,,,,,,,,
3.2,,"beem101,bee2024",3,Demand curves,checked,,," If the prices of all goods increase by the same proportion as income, the quantity demanded of good X will
  a.  decrease.
  b.  increase.
  c.  remain unchanged.
  d.  change in a way that cannot be determined from the information given.","\begin{minipage}{\linewidth}
  \question[3]
  \textcolor{gray}{\textit{Choose ONE.}} If the prices of all goods increase by the same proportion as income, the quantity demanded of good X will
  \begin{enumerate}[label=(\alph*)]
 \item decrease.
  \item increase.
  \item remain unchanged,
   \item change in a way that cannot be determined from the information given.
  \end{enumerate}
  \begin{solution}
    Ans: Remain unchanged.
  \end{solution}
\end{minipage}",,,,c,,,E,6,,,,1,,1,1,,,,,,,,,,,,,
3.14,,"beem101,bee2024",3,Demand curves,,,,"Suppose a good is normal. Consider the impact on the amount of the good consumed when its price decreases. Which statement is correct?
  a.  the income effect will be positive and the substitution effect will be positive.
  b.  the income effect will be negative and the substitution effect will be negative.
  c.  the income effect will be positive and the substitution effect will be negative.
  d.  the income effect will be negative and the substitution effect will be positive.

",,,,,a,"For all goods the substitution effect is in the opposite direction as the price change, here positive (as price decrease).
For normal goods the impact of 'greater effective income when the price decreases' will be to increase consumption, ergo 'positive'.
",,E,6,,,,,1,1,1,,,,,,,,,,,,,
3.26,,"beem101,bee2024",3,Demand curves,,,,"Two goods, X and Y, are called complements if
  a.  an increase in PX causes more Y to be bought.
  b.  an increase in PX causes less Y to be bought.
  c.  an increase in PY causes less Y to be bought.
  d.  an increase in income causes more of both X and Y to be bought.",,,,,"  b.  an increase in $P_X$ causes less Y to be bought. \
","This is just the definition of 'complements'. Also, to remember, think of these as goods that 'go together'.
So an increase in the price of X causes you to buy *less* X (unless it's Giffen, let's ignore that as rare) and also less Y. Less tea ergo less milk
",,E,5,88%,,,,,1,1,,,,,,,,,,,,,
3.36,,"beem101,bee2024",3,Demand curves,,,,"The demand for petrol is more elastic in the long run than in the short run because
  a.  other prices are more likely to change in the long run.
  b.  incomes tend to rise over time.
  c.  people can buy new cars in the long run.
  d.  cars have become more expensive over time.","\question[2] The demand for petrol is more elastic in the long run than in the short run because
\begin{enumerate}[label=(\alph*)]
\item other prices are more likely to change in the long run.
\item incomes tend to rise over time.
\item people can buy new cars in the long run.
\item cars have become more expensive over time.
\end{enumerate}
\begin{solution}
  c: people can buy new cars in the long run.
\end{solution}",,,,c,"  c: people can buy new cars in the long run.
In the SR the reaction to the price change is small (less elastic) because people are stuck with their habits and equipment.
In the longer term they could make a lot of major changes, including buying new, more energy-efficient cars.
",,E,7,68%,,,,1,1,1,,,,,,,,,,,,,
3.19,"https://faculty.unlv.edu/chen/smrexe2.pdf, added ans e","beem101,bee2024",3,Demand curves,,,," Refer to the graph above  [csgraphforqn.png] . When the price rises from P1 to P2, consumer surplus
 a. increases by an amount equal to A.
 b. decreases by an amount equal to B + C.
 c. increases by an amount equal to B + C.
 d. decreases by an amount equal to C. 
e. decreases by an amount equal to B+D
",,,,,c,,,E,5,92%,,1,,,,,1,1,,,,,,,,,,,checked
3.20,,"beem101,bee2024",3,Demand curves,,,,"The relationship between changes in income and purchase of a good indicates
  a.  whether the good is a luxury  b.  whether the good is normal or inferior.
  c.  whether the good is a complement or substitute.
  d.  Both a and b.",,,,"20. The relationship between changes in income and purchase of a good indicates
  a.  whether the good is a luxury or necessity.
  b.  whether the good is normal or inferior.
  c.  whether the good is a complement or substitute.
  d.  Both a and b.",d,,,E,5,,,,,,,,1,1,,,,,,,,,,,
3.28,,"beem101,bee2024",3,Demand curves,,,,"Assume X and Y are the only two goods a person consumes. If after a rise in the price of X  the quantity demanded of Y increases, one could say
  a.  the income effect dominates the substitution effect for Y.
  b.  the substitution effect dominates the income effect for Y.
  c.  it is impossible to determine whether the substitution or income effect dominates for Y.
  d.  None of the above.",,,,,b,,,E,6,,,,,,,,1,,,,,,,,,,,,
3.31a,based on 31,"beem101,bee2024",3,Demand curves,,,,"Which of the following will definitely not cause a demand curve to shift position?
  a.  A doubling of the price of a closely substitutable good.
  b.  A doubling of income.
  c.  A shift in preferences.
  d.  ​A doubling of both the price of X and the price of Y.
    e.  A shift in the supply curve for that good
",\question[3] Which of the following will definitely not cause a demand curve to shift position?\begin{enumerate}[label=(\alph*)]   \item A doubling of the price of a closely substitutable good  \item  A doubling of income  \item  A shift in preferences  \item  A shift in the supply curve for that good  \item  A doubling of both the price of X and the price of Y\end{enumerate}\begin{solution}d.  A shift in the supply curve for that good\end{solution},, \begin{minipage}{\linewidth} \question[5] \textbf{Choose ONE:}  Which of the following will definitely \textit{not} cause a demand curve to shift position?  \begin{enumerate}[label=(\alph*)] \item   A doubling of the price of a closely substitutable good   \item  A doubling of income   \item  A shift in preferences   \item  A shift in the supply curve for that good   \end{enumerate} \begin{solution} d.  A shift in the supply curve for that good \end{solution} \end{minipage},"added 'definitely', changed options",A shift in the supply curve for that good,,,E,5,,,1,,,,,,,,,1,1,,,,,,,
